SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22025,1641706,0022500102,"Oct 25, 2025",CHA @ PHI,L,9,2,6,0.333,0,2,0.0,0,0,0.0,0,0,0,1,0,0,2,1,4,-12,1
22025,1641706,0022500080,"Oct 22, 2025",CHA vs. BKN,W,31,8,19,0.421,2,9,0.222,7,10,0.7,0,0,0,7,1,1,1,4,25,14,1
